ChemicalID	DiseaseID	PubMedIDs
C014024	D001284	20961953
C014024	D003866	18288320
C014024	D003920	20049255
C014024	D004420	20961953
C014024	D005234	21126940
C014024	D005831	21190954
C014024	D006130	20961953
C014024	D006529	24726520
C014024	D006984	20959002
C014024	D006984	20961953
C014024	D007249	21851831
C014024	D007859	19464308
C014024	D008107	20961953
C014024	D008113	16835634
C014024	D008113	18644402
C014024	D052801	21190954
C014024	D009336	19362103
C014024	D009336	21851831
C014024	D009336	25659934
C014024	D009362	20064788
C014024	D009369	8820588
C014024	D011297	23220684
C014024	D011297	19327374
C014024	D011297	19464308
C014024	D011297	21190954
C014024	D011596	23220684
C014024	D011629	19464308
C014024	D012021	22595366
C014024	D013158	20961953
C014024	D014564	19464308
C009828	D001008	22595366
C009828	D009336	25659934
C009828	D012021	22595366
C009828	D012141	19055819
C038372	D024821	19440495
C009534	D011248	2087686
C004554	D011297	19931292
C107067	D008107	11879983
C079270	D017449	8970840
C079321	D002544	20445431
C079321	D002561	20445431
C079321	D006261	20445431
C079321	D011782	20445431
C057349	D000230	16014734
C057349	D000013	22363721
C057349	D008175	16014734
C010914	D001943	11921183
C010914	D008113	22084566
C010914	D008325	11921183
C004762	D011297	21900077
C556631	D009336	20861068
C001073	D003092	15085199
C001073	D003092	20860664
C045305	D003093	15976189
C016403	D006528	16705839
C016403	D003490	18551238
C016403	D056486	18551238
C016403	D056486	21346803
C016403	D007680	16705839
C016403	D009336	18551238
C016403	D009784	12819281
C016403	D009784	16049721
C016403	D012640	18551238
C016403	D001749	16049721
C016403	D014571	10091137
C079389	D002294	14999299
C079389	D017449	26795242
C079389	D017453	22906572
C044563	D000544	14523054
C044563	D003715	19427377
C044563	D004681	17410599
C044563	D019082	11254748
C490707	D018805	17138957
C085911	D001284	21832246
C085911	D019970	12436114
C097302	D012878	7621442
C009694	D006529	224531
C009407	D001008	22595366
C009407	D009410	20297801
C009407	D009468	24459701
C009407	D011297	21464466
C009407	D012021	22595366
C009407	D012141	19055819
C519132	D016142	23264560
C007303	D017449	11906362
C069711	D007683	1678558
C056892	D001724	18709157
C056892	D009765	22206198
C056892	D011297	21900077
C411827	D001008	18513131
C411827	D001008	12431849
C411827	D001008	12915255
C411827	D001008	15525282
C411827	D012021	12915255
C010925	D006461	5432368
C519464	D019966	20540700
C037555	D020258	20643751
C075524	D012640	11558571
C019359	D011041	18324785
C007938	D009336	6827287
C007938	D010523	190357
C011269	D053627	10689203
C011269	D001930	19464574
C011269	D056486	2361581
C011269	D064420	1288759
C011269	D020233	19033394
C011269	D018908	19033394
C011269	D018908	225920
C011269	D009133	225920
C011269	D009336	6827287
C011269	D009410	19033394
C011269	D009410	225920
C011269	D009422	12164553
C011269	D009422	1387790
C011269	D019636	17492505
C011269	D020258	19033394
C011269	D010523	171344
C011269	D010523	225920
C011269	D013733	1288759
C011269	D013733	17725299
C011269	D015431	19033394
C104450	D006333	17162251
C104450	D014808	20427501
C555225	D001281	21650221
C015802	D056486	20833158
C026942	D001943	11921183
C026942	D006967	10880147
C026942	D009374	1670384
C023514	D006528	16705839
C023514	D002471	6135515
C023514	D003490	18551238
C023514	D056486	18551238
C023514	D056486	21346803
C023514	D007680	16705839
C023514	D008113	7678174
C023514	D008114	2876784
C023514	D008114	2876786
C023514	D008114	6135515
C023514	D009336	18551238
C023514	D009336	7678174
C023514	D009784	16049721
C023514	D012640	18551238
C023514	D001749	16049721
C023514	D014571	10091137
C438607	D009461	15711597
C025149	D001145	1549933
C025149	D006323	1549933
C025149	D012640	1549933
C007766	D000236	10945294
C007766	D002277	10463772
C007766	D002277	10945294
C007766	D002277	11442016
C007766	D002471	8243401
C007766	D006529	224531
C007766	D009669	9385384
C007766	D009669	10463772
C007766	D009669	10945294
C007766	D009669	11442016
C007766	D001749	15467031
C076996	D000544	14523054
C076996	D000544	20157255
C076996	D050197	11166758
C076996	D050197	9059518
C076996	D003715	19427377
C076996	D004681	17410599
C076996	D006937	17873880
C076996	D011649	15466366
C076996	D019082	11254748
C076996	C536871	19812052
C002993	D007676	21705322
C472242	D003072	15364487
C010852	D002972	4269736
C010852	D006330	4269736
C010852	D017880	4269736
C016223	D000743	16045903
C016223	D007683	16045903
C502239	D058739	12636105
C502239	D000236	21544799
C502239	D003110	19666988
C502239	D015179	21544799
C049584	D058739	14507667
C049584	D058739	14656947
C049584	D058739	15059925
C049584	D058739	20660995
C049584	D058739	9111214
C049584	D058739	9163695
C049584	D058739	10357789
C049584	D058739	12351151
C049584	D058739	12636105
C049584	D000230	14507667
C049584	D000230	15132766
C049584	D000230	15459021
C049584	D000230	21081470
C049584	D000230	8039140
C049584	D000230	11285198
C049584	D000230	11751431
C049584	D000230	12097258
C049584	D000236	23466459
C049584	D000236	11285198
C049584	D000236	14507667
C049584	D000236	21544799
C049584	D001284	22581815
C049584	D001943	7915639
C049584	D001943	8039140
C049584	D001943	20542113
C049584	D001943	20951759
C049584	D001943	22307971
C049584	D002277	12203372
C049584	D002277	12376462
C049584	D002277	12606953
C049584	D002277	14522882
C049584	D002277	14633621
C049584	D002277	14656947
C049584	D002277	15609129
C049584	D002277	15637090
C049584	D002277	17173897
C049584	D002277	21489049
C049584	D002277	8014110
C049584	D002277	10657900
C049584	D002277	8185828
C049584	D002277	11137312
C049584	D002277	9433479
C049584	D002277	11289141
C049584	D018270	11751431
C049584	D002278	12507937
C049584	D002296	15132766
C049584	D003110	7846077
C049584	D003110	18424890
C049584	D003110	12034317
C049584	D003110	8014110
C049584	D003110	18616682
C049584	D003110	12151357
C049584	D003110	8352890
C049584	D003110	19666988
C049584	D003110	12351152
C049584	D003110	8608549
C049584	D003110	12706856
C049584	D003110	12901791
C049584	D003110	14507667
C049584	D003110	14656947
C049584	D003110	20715105
C049584	D003110	15059925
C049584	D003110	8844820
C049584	D003110	20951759
C049584	D003110	15459021
C049584	D003110	9515794
C049584	D003110	21081470
C049584	D003110	15635146
C049584	D003110	22006426
C049584	D003110	17404573
C049584	D003110	10383901
C049584	D003110	22323126
C049584	D003110	17909072
C049584	D003110	10503899
C049584	D003110	23306951
C049584	D003110	18283038
C049584	D003110	11181456
C049584	D015179	21544799
C049584	D015179	23466459
C049584	D018450	22307971
C049584	D007249	22581815
C049584	D007414	11470761
C049584	D007414	11756241
C049584	D007414	14514656
C049584	D007414	14706516
C049584	D007414	16343741
C049584	D007414	16962818
C049584	D007414	18283038
C049584	D007414	9111214
C049584	D007414	9163695
C049584	D007414	9500188
C049584	D007414	11285198
C049584	D007414	11323404
C049584	D007414	11420398
C049584	D007417	8561861
C049584	D007938	10755388
C049584	D008223	10755388
C049584	D008223	11285198
C049584	D008223	17909072
C049584	D016399	8895492
C049584	D044342	11285198
C049584	D015674	8603490
C049584	D015674	15609129
C049584	D015674	11289141
C049584	D015674	9433479
C049584	D015674	15637090
C049584	D015674	11751431
C049584	D015674	9849579
C049584	D015674	16316942
C049584	D015674	12097258
C049584	D015674	9879772
C049584	D015674	12203372
C049584	D015674	12376462
C049584	D015674	12507937
C049584	D015674	12606953
C049584	D015674	17173897
C049584	D015674	12706856
C049584	D015674	17909072
C049584	D015674	14522882
C049584	D015674	19666988
C049584	D015674	14633621
C049584	D015674	21489049
C049584	D015674	15132766
C049584	D015674	10657900
C049584	D015674	8185828
C049584	D015674	15215175
C049584	D015674	11137312
C049584	D015674	8597530
C049584	D015674	15528215
C049584	D015674	11165753
C049584	D008325	15609129
C049584	D008325	11289141
C049584	D008325	15637090
C049584	D008325	11751431
C049584	D008325	16316942
C049584	D008325	12097258
C049584	D008325	12203372
C049584	D008325	12376462
C049584	D008325	12507937
C049584	D008325	12606953
C049584	D008325	8185828
C049584	D008325	12706856
C049584	D008325	8597530
C049584	D008325	14522882
C049584	D008325	8603490
C049584	D008325	14633621
C049584	D008325	9433479
C049584	D008325	15132766
C049584	D008325	10657900
C049584	D008325	9849579
C049584	D008325	15215175
C049584	D008325	11137312
C049584	D008325	9879772
C049584	D008325	15528215
C049584	D008325	11165753
C049584	D053842	10657900
C049584	D009361	20951759
C049584	D009361	22307971
C049584	D009362	22307971
C049584	D009369	18056474
C049584	D010182	9500188
C049584	D010190	18283038
C049584	D010190	18499698
C049584	D011041	23466459
C049584	D019048	11470761
C049584	D019048	22581815
C049584	D011471	14656947
C049584	D011471	17909072
C049584	D011471	19223546
C049584	D011471	20951759
C049584	D011471	22564066
C049584	D011471	22581815
C049584	D011471	11238188
C049584	D011471	11470761
C049584	D011471	12351152
C049584	D012468	18283038
C049584	D012626	18283038
C049584	D012878	18283038
C049584	D013274	23313794
C049584	D015431	11285198
C006551	D020964	25088246
C036989	D000230	2924403
C036989	D000230	8039140
C036989	D000230	9685668
C036989	D018248	3769138
C036989	D001943	2924403
C036989	D001943	8039140
C036989	D006528	3757948
C036989	D006528	3769138
C036989	D006528	9685668
C036989	D002294	3842704
C036989	D002294	1540938
C036989	D002294	2924403
C036989	D002294	3769138
C036989	D002430	10622529
C036989	D002430	9685668
C036989	D002869	9674954
C036989	D003110	9685668
C036989	D003110	10622529
C036989	D003110	15635146
C036989	D003110	2924403
C036989	D008113	10622529
C036989	D008113	12893427
C036989	D008113	2029739
C036989	D009062	2924403
C036989	D009362	3842704
C036989	D009369	2622864
C036989	D010212	3769138
C036989	D010212	3842704
C036989	D011230	10866305
C036989	D012626	2924403
C036989	D012878	2924403
C036989	D013274	3757948
C036989	D013274	7818762
C036989	D013274	8844820
C036990	D000236	11875368
C036990	D006528	12637151
C036990	D006528	8844820
C036990	D002294	2009133
C036990	D003110	12079509
C036990	D003110	15635146
C036990	D015179	11875368
C036990	D019337	10395176
C036990	D006529	20448087
C036990	D006529	23681119
C036990	D007417	8561861
C036990	D008113	2029739
C036990	D008113	20448087
C036990	D008113	20816883
C036990	D008113	20930465
C036990	D008113	22084566
C036990	D008113	10395176
C036990	D008113	12079509
C036990	D008113	19666988
C036990	D008175	10395176
C036990	D015674	15528215
C036990	D015674	16316942
C036990	D008325	15528215
C036990	D008325	16316942
C036990	D009369	20448087
C036990	D009369	23898916
C036990	D011230	15686438
C036990	D011230	2322995
C036990	D011471	19223546
C036990	D011471	22564066
C036990	D012878	10395176
C017821	D006528	3757948
C017821	D012878	3621463
C029216	D058739	12628520
C029216	D000230	3842704
C029216	D000236	22094457
C029216	D000236	8014110
C029216	D018248	3842704
C029216	D001943	17474063
C029216	D002277	8014110
C029216	D006528	22094457
C029216	D006528	3757948
C029216	D006528	3842704
C029216	D002294	2009133
C029216	D002294	3757948
C029216	D002294	3842704
C029216	D003110	16353153
C029216	D003110	7846077
C029216	D003110	8014110
C029216	D003110	8352890
C029216	D003110	8608549
C029216	D003110	8844820
C029216	D003110	9515794
C029216	D003110	12034317
C029216	D003110	12628520
C029216	D003110	15635146
C029216	D007414	3757948
C029216	D007417	8561861
C029216	D008113	8062218
C029216	D008113	16353153
C029216	D008113	2029739
C029216	D008113	7852184
C029216	D008114	22094457
C029216	D008114	3137195
C029216	D008175	16353153
C029216	D008175	3757948
C029216	D008175	3842704
C029216	D009369	2622864
C029216	D009369	8844817
C029216	D010212	3842704
C029216	D011230	2322995
C029216	D011230	3137195
C029216	D013274	3757948
C029216	D013964	3137195
C029216	D014846	3757948
C035208	D000014	7525203
C035208	D000013	15095906
C035208	D056486	21346803
C012729	D009461	8532178
C087594	D009361	22952646
C034870	D007951	12830244
C034870	D010911	12830244
C023785	D000230	8352890
C023785	D002277	8014110
C023785	D006528	3757948
C023785	D002294	3757948
C023785	D003110	8014110
C023785	D003110	8352890
C023785	D003110	8844820
C023785	D007414	3757943
C023785	D007414	3757948
C023785	D008113	8603484
C023785	D014846	3757948
C017822	D006528	3757948
C017822	D007414	12151357
C017822	D009369	19243127
C017822	D009369	23898916
C022970	D006528	12799718
C022970	D008223	12799718
C014970	D002295	7423679
C014970	D009374	7423679
C012177	D018248	19052882
C012177	D006528	19052882
C012177	D018281	19052882
C012177	D008113	20492335
C012177	D008113	19499222
C012177	D008113	19850985
C012177	D008113	20452335
C027667	D017449	26795242
C027667	D003877	25724174
C094503	D011654	16055511
C066791	D007674	1980038
C066791	D007683	1980038
C004504	D058186	3653576
C004504	D006332	11170787
C004504	D004195	20233945
C004504	D006030	2918855
C004504	D006973	11170787
C004504	D007022	16116337
C004504	D007674	3781430
C004504	D007674	11006362
C004504	D007674	19761811
C004504	D007674	23142791
C004504	D007681	1334993
C004504	D007681	20233945
C004504	D007681	9502396
C004504	D009336	23142791
C004504	D009336	2340629
C004504	D009336	3781430
C004504	D000608	2918855
C042377	D051437	1731048
C103736	D013733	19061934
C082220	D010212	8330346
C082220	D012878	8330346
C012796	D000544	16538519
C012796	D000690	17319283
C012796	D003371	19845671
C012796	D009369	10626223
C045392	D002375	9723970
C071396	D056486	1795670
C107349	D012640	10854901
C457499	D006331	26972669
C457499	D009336	24954035
C031278	D000402	23727623
C031278	D000860	23727623
C031278	D001927	21898719
C031278	D003872	19075041
C031278	D003877	21722719
C031278	D004195	19075041
C031278	D007249	19075041
C031278	D008171	12815614
C031278	D008171	16252256
C031278	D008171	18675330
C031278	D055370	22446026
C031278	D009336	20469912
C031278	D009765	16289378
C031278	D011014	19464336
C031278	D011658	19202564
C031278	D012128	19202564
C031278	D012128	12210543
C031278	D012128	16292752
C031278	D012128	18257742
C031278	D012871	20469912
C021974	D002526	9388008
C021974	D009336	9388008
C021974	D019636	25015659
C034047	D001836	12820538
C034047	D017449	12478535
C034047	D014202	12820538
C034047	D015431	21705299
C025644	D006967	7808348
C028145	D005124	19218331
C028145	D010859	19218331
C028145	D012600	19218331
C004726	D007249	21385100
C004726	D007674	8440869
C004726	D008107	8661352
C004726	D008107	1853346
C004726	D008107	1949037
C004726	D008107	8440869
C021296	D000014	6499823
C021296	D000014	7151721
C021296	D000014	6499796
C021296	D000014	6499812
C021296	D000014	6499820
C021296	D053627	10689203
C021296	D053627	6499807
C021296	D053627	6499823
C021296	D001259	7151721
C021296	D001284	15850284
C021296	D001284	6499799
C021296	D053713	6492198
C021296	D053713	6499807
C021296	D001724	2884743
C021296	D001724	6499823
C021296	D001836	6499796
C021296	D001836	7151721
C021296	D002764	6499794
C021296	D003643	6499796
C021296	D020964	6499796
C021296	D005313	7151721
C021296	D005313	7198755
C021296	D005313	2884743
C021296	D005313	6499820
C021296	D005313	6499823
C021296	D005317	6499796
C021296	D005327	6499812
C021296	D005327	6499820
C021296	D020567	2884743
C021296	D020567	6499820
C021296	D020567	7151721
C021296	D006402	10514026
C021296	D006402	20172899
C021296	D006461	17874071
C021296	D006461	19051582
C021296	D007247	6499823
C021296	D007248	6499823
C021296	D009336	20172899
C021296	D009845	20172899
C021296	D011297	2884743
C021296	D011297	6499817
C021296	D011297	7198755
C021296	D013276	6499799
C021296	D013733	10048760
C021296	D013733	10514026
C021296	D013733	6499806
C544129	D019966	20540700
C040668	D000014	15901671
C040668	D000015	15901671
C040668	D004677	9585088
C040668	D005317	9585088
C040668	D010490	15901671
C040668	D049188	15901671
C055502	D009202	8504910
C083218	D009202	8504910
C059571	D000690	10965797
C057105	D007683	1678558
C037076	D009336	6827287
C051750	D003110	17192441
C051750	D009369	10626223
C526651	D000015	17890024
C526651	D017496	17890024
C526651	D009421	17890024
C060533	D002471	16574467
C060533	D043171	16574467
C060533	D007414	16574467
C060533	D007417	8561861
C031570	D056486	22230336
C028653	D001145	2056147
C001390	D000230	10667565
C001390	D000782	10728588
C001390	D001943	16675129
C001390	D002375	6315179
C001390	D002471	10728588
C001390	D019457	10728588
C001390	D014594	10667565
C024980	D000782	10728588
C024980	D002471	10728588
C024980	D019457	10728588
C035957	D017449	26795242
C086953	D008175	8162558
C107901	D000014	19281833
C001412	D007683	5128205
C053839	D003967	20643750
C053839	D064420	20643750
C029639	D017449	26795242
C030698	D002471	8243401
C030370	D004195	20206263
C030370	D018476	20206263
C030370	D009410	20206263
C030370	D020734	20206263
C030370	D014202	20206263
C003655	D000782	10728588
C003655	D002471	10728588
C058525	D006973	8821553
C051945	D001284	15850284
C053670	C537358	3652445
C053670	D056693	3652445
C511621	D006529	27020609
C486784	D004487	20044590
C486784	D017379	20044590
C486784	D013896	20044590
C064788	D007683	2363184
C011506	D017449	12081698
C011506	D017449	16958921
C011506	D003877	25907379
C045918	D001919	12593651
C540395	D017449	19125687
C544130	D019966	20540700
C487401	D006529	14982965
C009907	D009336	11880503
C009907	D012640	3603584
C031287	D002780	8267654
C005328	D001749	14729594
C019499	D056486	22331495
